Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Labels,Description,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Gantt End to Start),Inward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Inward issue link (Hierarchy link (WBSGantt)),Inward issue link (Hierarchy link (WBSGantt)),Inward issue link (Hierarchy link (WBSGantt)),Outward issue link (Hierarchy link (WBSGantt)),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (finish-start [GANTT]),Inward issue link (finish-start [GANTT]),Outward issue link (finish-start [GANTT]),Outward issue link (finish-start [GANTT]),Inward issue link (multi-level hierarchy [GANTT]),Outward issue link (multi-level hierarchy [GANTT]),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Activity Class),Custom field (Activity Type),Custom field (AgPlenus Delivery),Custom field (AgPlenus Delivery),Custom field (Biomica Delivery),Custom field (Budget),Custom field (CRISPRIL WP),Custom field (DevOps Platform),Custom field (Domain),Custom field (EVGN Description),Custom field (End date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Execution Status),Custom field (Experiment Name),Custom field (Lavie project),Custom field (Maturity Level),Custom field (Planned End),Custom field (Planned Start),Custom field (Priority),Custom field (Product),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Structure Index Monitor),Custom field (Task mode),Custom field (Task progress),Custom field (Teams),Custom field (Teams),Custom field (Work Station),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Adjust loader scripts to Generator,GEN-116,65401,Task,Closed,GEN,Generator,software,basiav,,,Medium,,duduz,duduz,duduz,26/Feb/24 9:10 AM,21/Mar/24 9:59 AM,09/Apr/24 6:45 AM,,17/Mar/24 12:00 AM,0,SoftwareDevelopment,,,"The various loaders should be adjust to load also plants productions.

Currently all the loaders looks for bacterial production folders, and the scripts should use another folder in case of generator production (central folder).

The input files' format should be the same (BI responsibly).",duduz,,,,,,,";10/Mar/24 6:57 AM;duduz;3600",";11/Mar/24 1:38 PM;duduz;10800",";14/Mar/24 12:35 PM;duduz;14400",";14/Mar/24 12:36 PM;duduz;60",";17/Mar/24 3:08 PM;duduz;14400",,,,,,,,,,,,144000,100740,43260,30%,144000,100740,43260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P402 - Casterra Generator,,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,GEN-123,,,,,,,,,,Generator,"0|i01e30:",Mar-2024,,,,11/Mar/24 12:00 AM,,,,,Dev,,,,,,,,,,,,,,,,,,,,
vcf to clusters,GEN-113,65209,Task,Closed,GEN,Generator,software,basiav,,,Medium,,michala,gala,gala,22/Feb/24 1:02 PM,21/Mar/24 9:57 AM,09/Apr/24 6:45 AM,,07/Mar/24 12:00 AM,0,,,,"The main code in the old Phyletic is $UNITY_ROOT/python/tools/reseq/vcf_to_clusterd_trees.py.

The aim of this task is to understand it, re-write it to fit the new environment, and make sure it works properly.

The code gets a list of vcf files as an input, merges them into one and normalizes it (using bcftools norm). It then creates a distance matrix, to be used for a newick tree creation, both are the code output.

DOD:

A working vcf_to_clusterd_trees in the new environment, under phyletic_tool project

 

 ",gala,michala,,,,,,";06/Mar/24 11:12 AM;michala;28800",";10/Mar/24 6:28 AM;michala;57600",";10/Mar/24 2:51 PM;michala;14400",";11/Mar/24 1:51 PM;michala;14400",,,,,,,,,,,,,115200,0,115200,100%,115200,0,115200,,,,,,,,,,,,GEN-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P402 - Casterra Generator,,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",10/Mar/24 12:00 AM,,GEN-123,,,,,,,,,,CPB,"0|i01ddz:",Mar-2024,,,,04/Mar/24 12:00 AM,,,,,Bio-Info,,,"11/Mar/24 1:52 PM;michala;vcf2tree.py was added to phyletic_tool project.

It takes a vcf and outputs distance matrix and a newick tree.",,,,,,,,,,,,,,,,,
Check and fix issues in eVolve for Generator,GEN-110,66202,Task,Closed,GEN,Generator,software,basiav,,,Medium,,duduz,duduz,duduz,10/Mar/24 7:23 AM,31/Mar/24 12:03 PM,09/Apr/24 6:45 AM,,10/Mar/24 12:00 AM,0,SoftwareDevelopment,,,Check and fix issues in eVolve for Generator,duduz,,,,,,,";10/Mar/24 7:23 AM;duduz;7200",";31/Mar/24 12:03 PM;duduz;7200",,,,,,,,,,,,,,,28800,14400,14400,50%,28800,14400,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P402 - Casterra Generator,,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,GEN-123,,,,,,,,,,Generator,"0|i01e2v:",Mar-2024,,,,,,,,,Dev,,,,,,,,,,,,,,,,,,,,
CLONE - Evolve update based on QA,GEN-102,59700,Task,Closed,GEN,Generator,software,basiav,,,Medium,,duduz,boazm,boazm,23/Oct/23 6:50 AM,11/Feb/24 7:09 AM,09/Apr/24 6:45 AM,,21/Feb/24 12:00 AM,0,,,,"The purpose of this task is to improve Evolve app functionality:
 # In ""Phylogenetics"" > ""GeneSpec Phylogeny""  Connect the proteins to cluster page for Biomica/Laviebio, and NCBI for Agplenus
 # in ""GeneSpec Phylogeny""  see that all the layers and ""Node ID""  work.
 # Consider finding a way to save the MSA as PDF file

 

DODs: 
 # working links: cluster page for Biomica/Laviebio.  NCBI for Agplenus
 # clicking on the squares and nodes activates the linked information

 

note that integrating the Taxa information will be Jira to Algo",boazm,nira,,,,,,";11/Feb/24 7:09 AM;duduz;28800",,,,,,,,,,,,,,,,115200,86400,28800,25%,115200,86400,28800,,,,,,,,,,,,,,,CHEM-776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Development,,,,P282 - Product general (Product 2023),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,CHEM-859,,,,,,Early phase,,,,ChemPass,"0|i018rz:",Feb-2024,,,,,,,,,Dev,,,"11/Feb/24 6:54 AM;boazm;Hi Dudu,

Please do not work on it. it is not relevant anymore.

Thanks

Boaz

 ",,,,,,,,,,,,,,,,,
install openbabel module in chemdatahub project,DEVOPS-475,66203,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,,morank,morank,morank,10/Mar/24 7:44 AM,11/Mar/24 12:01 PM,09/Apr/24 6:45 AM,,10/Mar/24 12:00 AM,0,,,,sama as Agmodels,morank,robertoo,,,,,,";10/Mar/24 10:28 AM;morank;3600",,,,,,,,,,,,,,,,,0,3600,,,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,DEVOPS-429,,,,,,,,,,ChemPass,"0|i01e33:",Mar-2024,,,,,,,,,,,,"10/Mar/24 10:28 AM;morank;[~robertoo] ready for use",,,,,,,,,,,,,,,,,
HPC- Install relevant drivers to support worker9 GPU,DEVOPS-473,66100,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,,morank,morank,morank,06/Mar/24 7:28 AM,17/Mar/24 9:05 AM,09/Apr/24 6:45 AM,,14/Mar/24 12:00 AM,0,,,,.,morank,,,,,,,";17/Mar/24 9:05 AM;morank;14400",,,,,,,,,,,,,,,,14400,0,14400,100%,14400,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,DEVOPS-432,,,,,,,,,,,"0|i01e1b:",Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run Jupyter locally on a container,DEVOPS-471,65801,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,,vladz,morank,morank,04/Mar/24 8:30 AM,06/Mar/24 7:02 AM,09/Apr/24 6:45 AM,,04/Mar/24 12:00 AM,0,,,,"Ilia b is trying to run Jupyter on a docker container

 

 

docker run -it --rm -p 10000:8888 -v ""${PWD}"":/home/jovyan/work quay.io/jupyter/datascience-notebook:2024-02-24

 

    To access the server, open this file in a browser:
         file:///home/jovyan/.local/share/jupyter/runtime/jpserver-7-open.html
     Or copy and paste one of these URLs:
[http://7efce94781e3:8888/lab?token=f88e0eff2669cfa349e2b52fece601094cc4384456ea3883]
[http://127.0.0.1:8888/lab?token=f88e0eff2669cfa349e2b52fece601094cc4384456ea3883]

 ",iliab,morank,vladz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,DEVOPS-429,,,,,,,,,,,"0|i01dwn:",Mar-2024,,,,,,,,,,,,"04/Mar/24 9:37 AM;vladz;ניסיתי להריץ מהמכונה שלו בצורה כזאת:
docker run -it
--security-opt=seccomp:unconfined
--rm -p 10000:8888 -v ""${PWD}"":/home/jovyan/work quay.io/jupyter/datascience-notebook:2024-02-24
ונראה שזה עבד
שלחתי לו שיבדוק את זה בעצמו","04/Mar/24 10:29 AM;iliab;TODA!","06/Mar/24 7:01 AM;morank;[~vladz] מדהים, תודה!",,,,,,,,,,,,,,,
copy data from ip to cpb and close storage,DEVOPS-468,65703,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,,morank,taln,taln,03/Mar/24 9:20 AM,31/Mar/24 7:14 AM,09/Apr/24 6:45 AM,,31/Mar/24 12:00 AM,0,,,,"hi

we can copy the data from ip to cpb and will no longer need this storage.

copy 
 * /cpbclouds/ip/patents/ to /cpbclouds/cpb/patents
 * /cpbclouds/ip/workarea/patent_search/ to /cpbclouds/cpb/workarea/patent_search/

afterwards ip will no longer be needed. ",Iliaz,morank,taln,,,,,";31/Mar/24 7:13 AM;morank;28800",,,,,,,,,,,,,,,,,0,28800,,,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P265 - Product- MB (Microboost),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,DEVOPS-428,,,,,,,,,,,"0|i01dos:",Mar-2024,,,,,,,,,,,,"19/Mar/24 1:07 PM;morank;copy 
 * /cpbclouds/ip/patents/ to /cpbclouds/cpb/patents
 * /cpbclouds/ip/workarea/patent_search/ to /cpbclouds/cpb/workarea/patent_search

 

Done.","19/Mar/24 1:10 PM;morank;next steps:
1. unmount all IP data sets
2. Distroy IP data sets (CEPH-NODE2)



 ","31/Mar/24 7:14 AM;morank;IP has been removed permanently from ceph-node2",,,,,,,,,,,,,,,
Remove phyletic API deployment from canonic,DEVOPS-467,65606,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,,morank,morank,morank,29/Feb/24 12:45 PM,04/Mar/24 7:10 AM,09/Apr/24 6:45 AM,,29/Feb/24 12:00 AM,0,,,,.,morank,,,,,,,";04/Mar/24 7:10 AM;morank;3600",,,,,,,,,,,,,,,,,0,3600,,,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,,,,,,,,,,,,"0|i01dsf:",Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new tool - data_cleaner,DEVOPS-465,65503,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,In Progress,morank,taln,taln,28/Feb/24 9:57 AM,03/Mar/24 8:44 AM,09/Apr/24 6:45 AM,,29/Feb/24 12:00 AM,0,,,,"python 3.11

packages: 

evoutils, pdoc

 

the project should be blocked for merges, permission to merge to master only to maintainers,  maintainers for this project are only these specific users:
 * Lior Rozenfeld
 * Gal Avital",morank,taln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,,,,,,,,,,,,"0|i01dp3:",Mar-2024,,,,,,,,,,,,"28/Feb/24 2:16 PM;morank;[~taln]  [~liorr] the project is ready for use.
git clone git@gitlab.prod.evogene.host:tools/data_cleaner.git

 

 ",,,,,,,,,,,,,,,,,
IP Removal,DEVOPS-464,65502,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,In Progress,morank,morank,morank,28/Feb/24 9:00 AM,25/Mar/24 9:34 AM,09/Apr/24 6:45 AM,,28/Feb/24 12:00 AM,0,,,,"IP Removal- action items:
 # Shutdown all deployments under IP namespace
 # Delete all PV and PVC under IP
 # Remove IP from all CIs piplines
 # Remove IP from ""gitlab runner mount"" config map.
 # Airflow - delete data from /cpbclouds/ip/airflow
 # Airflow- Remove IP schema from postgres db",morank,taln,vladz,,,,,,,,,,,,,,,,,,,,,28800,28800,,0%,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,DEVOPS-429,,,,,,,,,,,"0|i01dov:",Mar-2024,,,,,,,,,,,,"28/Feb/24 9:01 AM;morank;[~vladz] if there is another action item that I missed, feel free to add it","24/Mar/24 7:27 AM;taln;[~morank] athlete API and namespaces can also be removed ","24/Mar/24 9:19 AM;morank;[~taln]

removed permanently.",,,,,,,,,,,,,,,
migrate /evogene from deep1 to node5,DEVOPS-463,65101,Task,Closed,DEVOPS,DevOps,software,Iliaz,,,Medium,,andreyl,morank,morank,21/Feb/24 12:56 AM,26/Feb/24 10:03 AM,09/Apr/24 6:45 AM,,25/Feb/24 12:00 AM,0,,,,"the /evogene already exists under node5:/legacy/evogene.

however, since we didnt change the mount from deep1 to node5, the data is not accurate on node5.

 
 # We need to set deep1:/evogene as read only 
 # rsync from deep1 to node5 all missing data
 # change mountpoint for /evogene from deep1 to node5 ON ALL servers/env
 # make sure that everything works as expected ",andreyl,morank,,,,,,,,,,,,,,,,,,,,,,28800,28800,,0%,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,DEVOPS-428,,,,,,,,,,,"0|i01d9z:",Feb-2024,,,,,,,,,,,,"21/Feb/24 2:20 PM;andreyl;1. Done.","22/Feb/24 12:37 PM;andreyl;rsyncing /evogene and /evogene1 from deep1 to node5 done.","25/Feb/24 4:34 PM;andreyl;Everything is done. Waiting for feedbacks. I'm closing this ticket.","26/Feb/24 10:03 AM;morank;confirmed on prod and legacy env.

 

 ",,,,,,,,,,,,,,
Dev support (Dudu) - Mar,CPB-1330,66479,Task,Closed,CPB,CPB,software,drorf,,,Medium,,duduz,duduz,duduz,25/Mar/24 10:47 AM,31/Mar/24 6:18 AM,09/Apr/24 6:45 AM,,31/Mar/24 12:00 AM,0,SoftwareDevelopment,,,Dev support (Dudu),duduz,,,,,,,"loaders fixes;25/Mar/24 10:48 AM;duduz;14400","Bacum representatives;25/Mar/24 10:49 AM;duduz;7200","loaders fixes;25/Mar/24 10:49 AM;duduz;14400","loaders;26/Mar/24 10:13 AM;duduz;7200",";31/Mar/24 6:18 AM;duduz;14400",,,,,,,,,,,,86400,28800,57600,66%,86400,28800,57600,,,,,,,,,,,,,,,CPB-1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,CPB-1167,,,,,,,,,,CPB,"0|i01fg7:",Mar-2024,,,,,,,,,Dev,,,,,,,,,,,,,,,,,,,,
Determine new molecules that need full processing and old molecules with changed status,CPB-1320,66415,Task,Closed,CPB,CPB,software,drorf,,,Medium,,robertoo,robertoo,robertoo,19/Mar/24 4:33 PM,26/Mar/24 4:02 PM,09/Apr/24 6:45 AM,,31/Mar/24 12:00 AM,0,,,,Add the check of the catalog to the DAG that runs the vendor update,robertoo,,,,,,,";26/Mar/24 4:02 PM;robertoo;28800",,,,,,,,,,,,,,,,28800,0,28800,100%,28800,0,28800,CPB-1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Development,,,,P279 - CPB projects Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",19/Mar/24 12:00 AM,,CPB-1249,,,,,,,,,,ChemPass,"0|i01f27:",Mar-2024,,,,19/Mar/24 12:00 AM,,,,,Algo,,,,,,,,,,,,,,,,,,,,
(Milestone) deliver of modules that can be used in the preparation DAG,CPB-1296,66332,Task,Closed,CPB,CPB,software,drorf,,,Medium,,robertoo,drorf,drorf,18/Mar/24 1:27 PM,27/Mar/24 2:29 PM,09/Apr/24 6:45 AM,,30/Apr/24 12:00 AM,0,CHEMOVER_NEW,,,(Milestone) deliver of modules that can be used in the preparation DAG,drorf,,,,,,,,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,CPB-1159,,CPB-1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPB-1253,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,CPB-1253,,,,,,,,,,CPB,"0|i01etr:",Mar-2024,,,,,,,,,Algo,,,,,,,,,,,,,,,,,,,,
Definition of EVX and PhaseDB counters,CPB-1288,66324,Task,Closed,CPB,CPB,software,drorf,,,Medium,,robertoo,drorf,drorf,18/Mar/24 1:25 PM,01/Apr/24 11:26 AM,09/Apr/24 6:45 AM,,30/Apr/24 12:00 AM,0,CHEMOVER_NEW,,,Definition of EVX and PhaseDB counters,drorf,,,,,,,";28/Mar/24 3:56 PM;robertoo;18000",";01/Apr/24 11:25 AM;robertoo;10800",,,,,,,,,,,,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,CPB-1366,CPB-1246,,,,,,,,,,,,,,,,,,,,,,,,,,,CPB-1252,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,CPB-1252,,,,,,,,,,CPB,"0|i01erz:",Mar-2024,,,,,,,,,Algo,,,,,,,,,,,,,,,,,,,,
Vue3 - Common functionalities for jobs' list,CPB-1266,66268,Task,Closed,CPB,CPB,software,drorf,,,Medium,,nerias,duduz,duduz,14/Mar/24 12:32 PM,31/Mar/24 11:48 AM,09/Apr/24 6:45 AM,,20/Mar/24 12:00 AM,0,SoftwareDevelopment,,,"Build common components/functions in the jobs list:
 # Status icon component
 # Delete/stop job (trash icon + alert) using Airflow API
 # Datetime formatting",duduz,,,,,,,";17/Mar/24 7:12 AM;nerias;3600",";17/Mar/24 2:49 PM;nerias;21600",";19/Mar/24 7:56 AM;nerias;28800",";19/Mar/24 2:13 PM;nerias;18000",";23/Mar/24 8:43 PM;nerias;10800",";31/Mar/24 11:48 AM;nerias;7200",,,,,,,,,,,115200,25200,90000,78%,115200,25200,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P279 - CPB projects Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,CPB-1358,,,,,,,,,,CPB,"0|i01c69:",Mar-2024,,,,,,,,,Dev,,,,,,,,,,,,,,,,,,,,
Dev support (Neria) - Mar,CPB-1247,66234,Task,Closed,CPB,CPB,software,drorf,,,Medium,,nerias,duduz,duduz,12/Mar/24 12:22 PM,04/Apr/24 7:09 AM,09/Apr/24 6:45 AM,,31/Mar/24 12:00 AM,0,SoftwareDevelopment,,,Dev support (Neria),duduz,,,,,,,";12/Mar/24 2:09 PM;nerias;3600",";17/Mar/24 7:12 AM;nerias;7200",,,,,,,,,,,,,,,86400,75600,10800,12%,86400,75600,10800,,,,,,,,,,,,CPB-1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPB-1263,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",,,CPB-1263,,,,,,,,,,CPB,"0|i01bl2:w",Mar-2024,,,,,,,,,Dev,,,,,,,,,,,,,,,,,,,,
Assign EVX to new molecules ,CPB-1246,66227,Task,Closed,CPB,CPB,software,drorf,,,Medium,,itair,robertoo,robertoo,12/Mar/24 7:29 AM,01/Apr/24 11:34 AM,09/Apr/24 6:45 AM,,31/Mar/24 12:00 AM,0,,,,"Assign new EVX indeces to new molecules, and new variants to existing molecules using modules developed in CPB-1211

Select molecules to proceed to include in phasedbs

DOD:

pointer mechanism for exv indeces

pointer mechanism for phasedb indeces

use of CPB-1211 mechanism to find new molecules - include in DAG

use mechanism to find bad molecules (which the preparation joined different evxs into a single one)

create phasedbs for new molecules and include the process in the DAG

 ",robertoo,,,,,,,,,,,,,,,,,,,,,,,86400,86400,,0%,86400,86400,,,,,,,,,,,,,CPB-1366,,,,,CPB-1288,CPB-1157,CPB-1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P279 - CPB projects Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",26/Mar/24 12:00 AM,,CPB-1249,,,,,,,,,,ChemPass,"0|i01e87:",Mar-2024,,,,21/Mar/24 12:00 AM,,,,,Algo,,,,,,,,,,,,,,,,,,,,
Fix interpro,CPB-1243,66011,Task,Closed,CPB,CPB,software,drorf,,,Medium,,itair,gala,gala,05/Mar/24 11:51 AM,13/Mar/24 2:34 PM,09/Apr/24 6:45 AM,,07/Mar/24 12:00 AM,0,,,,"In the new interpro version, we only have the GO term ID without the type, name, description.

Itai found a file that have all of this info for GO, so we can edit the format.

This is the current format:

GO:0003723|GO:0004540

This is how we want it to be:

Molecular Function: protein transporter activity (GO:0008565), Biological Process: protein transport (GO:0015031)

Please change the format using the relevant table.

When you're done, please run interpro on a production ([~michala] or [~gala]  can help with that) and then please talk to [~duduz]  and try to load a production.

When it's working, please let [~michala] know.

DOD:

Interpro annotation returns all of the relevant fields for loading

 ",gala,robertoo,,,,,,"added go-terms parsing in run_interpro.py

*+example+*:

+Before+: 'GO:0004674|GO:0006468'

+After+: 'Molecular Function: protein serine/threonine kinase activity (GO:0004674),Biological Process: protein phosphorylation (GO:0006468)';05/Mar/24 1:59 PM;itair;14400",,,,,,,,,,,,,,,,57600,43200,14400,25%,57600,43200,14400,,,,,,,,,,,,,,,CPB-1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPB-1263,,,,,,,,,,,,,,,,,,P271 - CPB Upkeep Computational (CPB),,,,"1. Who is the user? type of user?

2. What is required?

3. What is the value for the customer? 

4. At least 1 success scenario (acceptance criteria)
",07/Mar/24 12:00 AM,,CPB-1263,,,,,,,,,,CPB,"0|i01e0n:",Mar-2024,,,,05/Mar/24 12:00 AM,,,,,Bio-Info,,,"05/Mar/24 11:58 AM;gala;[~itair]

Please specify where is the GO term table, and where did you get it from.",,,,,,,,,,,,,,,,,
